baker,last_name,series,episode,baker_age,baker_occupation,hometown,technical,result,signature_bake,show_stopper
Tamal,Ray,6,4,29,Trainee anaesthetist,Manchester,5,IN,Rhubarb and Ginger Crème Brûlées,"Mango, Hazelnut and Rosemary Cheesecake Trio"
Tamal,Ray,6,5,29,Trainee anaesthetist,Manchester,7,IN,Honey and Grapefruit Polenta Cake,Passion Fruit and Pineapple Ice Cream Roll
Tamal,Ray,6,6,29,Trainee anaesthetist,Manchester,7,IN,Spiced Pear Frangipane Tart,Fennel and Rosemary Pulled Pork and Chicken and Coriander vol-au-vents
Tamal,Ray,6,7,29,Trainee anaesthetist,Manchester,3,STAR BAKER,Middle Eastern Game Pie,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe"
Tamal,Ray,6,8,29,Trainee anaesthetist,Manchester,4,IN,Lime & Mascarpone and Malt Cream Horns,Passionfruit & Mango and Pistachio & Raspberry Religieuse à l'ancienne
Tamal,Ray,6,9,29,Trainee anaesthetist,Manchester,2,IN,Chocolate New York Pie,Chocolate Bell Tower
Tamal,Ray,6,10,29,Trainee anaesthetist,Manchester,3,Runner-up,Cinnamon and Apple & Toffee and Marmalade Iced Buns,Sticky Toffee Pudding Cake
Ugnė,Bubnaityte,6,1,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",1,IN,Lemon and Thyme Madeira Cake,Falling Cup Gâteau
Ugnė,Bubnaityte,6,2,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",7,IN,White Wine Biscotti,Baby Climbing into the Cookie Box
Ugnė,Bubnaityte,6,3,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",5,IN,Chocolate Quick Breads with Salted Caramel Sauce,Easter Basket
Ugnė,Bubnaityte,6,4,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",2,IN,Marula Fruit and Coffee Liqueur Crème Brûlées,"Lime, Coconut and Hazelnut Cheesecakes"
Ugnė,Bubnaityte,6,5,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",6,OUT,Chocolate and Hazelnut Sugar-Free Cake,"Chocolate, Peanut Butter and Grape Jam Roll"
Ugnė,Bubnaityte,6,6,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",NA,NA,NA,NA
Ugnė,Bubnaityte,6,7,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",NA,NA,NA,NA
Ugnė,Bubnaityte,6,8,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",NA,NA,NA,NA
Ugnė,Bubnaityte,6,9,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",NA,NA,NA,NA
Ugnė,Bubnaityte,6,10,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania",NA,NA,NA,NA
Andrew,Smyth,7,1,25,Aerospace engineer,"Derby / Holywood, County Down",12,IN,Lemon and Rosemary Drizzle Cake,'Ultimate Indulgence' Mirror Glaze Cake
Andrew,Smyth,7,2,25,Aerospace engineer,"Derby / Holywood, County Down",4,IN,Beehive Biscuits,Punting in Cambridge
Andrew,Smyth,7,3,25,Aerospace engineer,"Derby / Holywood, County Down",2,IN,Chocolate Barmbrack Bread,Braided Harvest Bread Basket
Andrew,Smyth,7,4,25,Aerospace engineer,"Derby / Holywood, County Down",4,IN,Yorkshire 'Tapas' Puddings,Churros Window Box
Andrew,Smyth,7,5,25,Aerospace engineer,"Derby / Holywood, County Down",6,IN,Mum and Dad's Breakfast Pastries,Spicy Chorizo Squash Parcels and Baklava Bites
Andrew,Smyth,7,6,25,Aerospace engineer,"Derby / Holywood, County Down",6,IN,Tangy Lime and Ginger Meringue Pie,Spring Elderflower Trio
Andrew,Smyth,7,7,25,Aerospace engineer,"Derby / Holywood, County Down",1,STAR BAKER,Tropical Holiday Roulade,Childhood Ice Cream Mousse Cakes
Andrew,Smyth,7,8,25,Aerospace engineer,"Derby / Holywood, County Down",2,IN,Da Vinci Inspired Geared Pies,Jousting Knights Marchpane
Andrew,Smyth,7,9,25,Aerospace engineer,"Derby / Holywood, County Down",2,STAR BAKER,Cheesy Elephant Ears and Herby Treble Clefs,Philharmonic Fondants
Andrew,Smyth,7,10,25,Aerospace engineer,"Derby / Holywood, County Down",1,Runner-up,Crunchy Caramel Cassis Crown,Family and Friends' Favourites Picnic
Benjamina,Ebuehi,7,1,23,Teaching assistant,South London,6,IN,"Pistachio, Cardamom and Lemon Drizzle Cake",White Chocolate Mirror Glaze with Salted Praline Buttercream
Benjamina,Ebuehi,7,2,23,Teaching assistant,South London,3,IN,Bouquet Biscuits,"New York, New York"
Benjamina,Ebuehi,7,3,23,Teaching assistant,South London,6,IN,"Chocolate, Tahini and Almond Babka",Braided Bread Heart
Benjamina,Ebuehi,7,4,23,Teaching assistant,South London,1,STAR BAKER,"Red Onion Chutney, Brie and Bacon Yorkshire Puddings",Tropical Churros
Benjamina,Ebuehi,7,5,23,Teaching assistant,South London,5,IN,'Good Morning America' Swirls and Peanut Butter and Banana Pinwheels,Plantain and Spinach Samosas and Chai Pear Cups
Benjamina,Ebuehi,7,6,23,Teaching assistant,South London,2,IN,Grapefruit and Ginger Meringue Pie,Floral Tea Cake
Benjamina,Ebuehi,7,7,23,Teaching assistant,South London,3,IN,Piña Colada Roulade,Apple Crumble Mousse Cake and Chocolate Coffee Mousse Cake
Benjamina,Ebuehi,7,8,23,Teaching assistant,South London,4,OUT,Mexican Adventure,Tudor Garden
Benjamina,Ebuehi,7,9,23,Teaching assistant,South London,NA,NA,NA,NA
Benjamina,Ebuehi,7,10,23,Teaching assistant,South London,NA,NA,NA,NA
Candice,Brown,7,1,31,PE teacher,"Barton-Le-Clay, Bedfordshire",5,IN,Raspberry and Rhubarb Drizzle Custard Bundt Cake,"Mirror Mirror On The Wall, Who Is The Shiniest Cake Of Them All?"
Candice,Brown,7,2,31,PE teacher,"Barton-Le-Clay, Bedfordshire",8,STAR BAKER,"Salted Caramel, Chocolate Iced Shiny Hearts",Gingerbread Pub with Sticky Ginger Carpet
Candice,Brown,7,3,31,PE teacher,"Barton-Le-Clay, Bedfordshire",3,IN,"Chocolate, Salted Caramel & Pecan Brittle Brioche Loaf",Italian Light and Dark Rye Twist
Candice,Brown,7,4,31,PE teacher,"Barton-Le-Clay, Bedfordshire",2,IN,Yorkshire Wellingtons,Two-Way Peanut Butter Churros
Candice,Brown,7,5,31,PE teacher,"Barton-Le-Clay, Bedfordshire",2,STAR BAKER,"Danish Pastry Croque Monsieur Kites and Cinnamon Apple, Vanilla Crème Rose Danish","Sausage, Black Pudding and Apple Rounds and Banoffee Whiskey Cups"
Candice,Brown,7,6,31,PE teacher,"Barton-Le-Clay, Bedfordshire",5,IN,"Lime, Coconut and Lemongrass Sugar Meringue Pie",Four Seasons Cake
Candice,Brown,7,7,31,PE teacher,"Barton-Le-Clay, Bedfordshire",2,IN,Crowd Pleaser Roulade,Blackberry and Raspberry Bubbles and After Dinner Mousse
Candice,Brown,7,8,31,PE teacher,"Barton-Le-Clay, Bedfordshire",1,STAR BAKER,Cheesy Cheeky Fish Pies,Peacock
Candice,Brown,7,9,31,PE teacher,"Barton-Le-Clay, Bedfordshire",3,IN,"Red Onion, Cambozola and Walnut Palmiers and Mushroom, Streaky Bacon, and Parmesan Palmiers",Chocolate Praline Fondant Fancies and Cherry Bakewell Fondant Fancies
Candice,Brown,7,10,31,PE teacher,"Barton-Le-Clay, Bedfordshire",2,WINNER,Queen Victoria's Mango and Strawberry Crown,Picnic for Pearly Kings and Queens
Jane,Beedle,7,1,61,Garden designer,Beckenham,7,STAR BAKER,Lemon and Poppy Seed Drizzle Cake,Chocolate Orange Mirror Cake
Jane,Beedle,7,2,61,Garden designer,Beckenham,2,IN,Flower Pot Iced Biscuits,Hastings Old Town Fishing Net Shops and Boat
Jane,Beedle,7,3,61,Garden designer,Beckenham,9,IN,Chocolate and Cranberry Couronne,Chorizo and Chilli Flower with Parmesan and Pesto Centre
Jane,Beedle,7,4,61,Garden designer,Beckenham,3,IN,Meat and Two Veg Yorkshires,Pistachio and White Chocolate Churros
Jane,Beedle,7,5,61,Garden designer,Beckenham,1,IN,"Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones"
Jane,Beedle,7,6,61,Garden designer,Beckenham,4,IN,Lime and Coconut Meringue Pie,Three Tier Orange Cake with a Floral Chocolate Collar
Jane,Beedle,7,7,61,Garden designer,Beckenham,4,IN,Chocolate and Hazelnut Roulade,"Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses"
Jane,Beedle,7,8,61,Garden designer,Beckenham,5,IN,Tudor Rose Pies,Swans
Jane,Beedle,7,9,61,Garden designer,Beckenham,1,IN,"Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers",Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies
Jane,Beedle,7,10,61,Garden designer,Beckenham,3,Runner-up,"Red, White and Blue Meringue Crown",Family Favourites Feast
Kate,Barmby,7,1,37,Nurse,"Brooke, Norfolk",4,IN,Berry Best Apple and Bramble Drizzle Cake,One Swallow Does Not Make A Summer Cake
Kate,Barmby,7,2,37,Nurse,"Brooke, Norfolk",1,IN,"""A Biscuit for the Broads""","""I Promise I will do my best"""
Kate,Barmby,7,3,37,Nurse,"Brooke, Norfolk",8,IN,Cobbled Loaf,The Corn Maiden
Kate,Barmby,7,4,37,Nurse,"Brooke, Norfolk",7,OUT,Christmas Dinner Compromise,Hot Cross Bunny Churros
Kate,Barmby,7,5,37,Nurse,"Brooke, Norfolk",NA,NA,NA,NA
Kate,Barmby,7,6,37,Nurse,"Brooke, Norfolk",NA,NA,NA,NA
Kate,Barmby,7,7,37,Nurse,"Brooke, Norfolk",NA,NA,NA,NA
Kate,Barmby,7,8,37,Nurse,"Brooke, Norfolk",NA,NA,NA,NA
Kate,Barmby,7,9,37,Nurse,"Brooke, Norfolk",NA,NA,NA,NA
Kate,Barmby,7,10,37,Nurse,"Brooke, Norfolk",NA,NA,NA,NA
Lee,Banfield,7,1,67,Pastor,Bolton,11,OUT,St. Clements Orange and Lemon Drizzle Cake,Strawberry Surprise Mirror Cake
Lee,Banfield,7,2,67,Pastor,Bolton,NA,NA,NA,NA
Lee,Banfield,7,3,67,Pastor,Bolton,NA,NA,NA,NA
Lee,Banfield,7,4,67,Pastor,Bolton,NA,NA,NA,NA
Lee,Banfield,7,5,67,Pastor,Bolton,NA,NA,NA,NA
Lee,Banfield,7,6,67,Pastor,Bolton,NA,NA,NA,NA
Lee,Banfield,7,7,67,Pastor,Bolton,NA,NA,NA,NA
Lee,Banfield,7,8,67,Pastor,Bolton,NA,NA,NA,NA
Lee,Banfield,7,9,67,Pastor,Bolton,NA,NA,NA,NA
Lee,Banfield,7,10,67,Pastor,Bolton,NA,NA,NA,NA
Louise,Williams,7,1,46,Hairdresser,Cardiff,9,IN,Orange Liqueur and Lemonade Drizzle Cake,White Chocolate Trifle Mirror Glaze Cake
Louise,Williams,7,2,46,Hairdresser,Cardiff,10,OUT,Baa Bara Brith Biscuits,Gingerbread Wedding
Louise,Williams,7,3,46,Hairdresser,Cardiff,NA,NA,NA,NA
Louise,Williams,7,4,46,Hairdresser,Cardiff,NA,NA,NA,NA
Louise,Williams,7,5,46,Hairdresser,Cardiff,NA,NA,NA,NA
Louise,Williams,7,6,46,Hairdresser,Cardiff,NA,NA,NA,NA
Louise,Williams,7,7,46,Hairdresser,Cardiff,NA,NA,NA,NA
Louise,Williams,7,8,46,Hairdresser,Cardiff,NA,NA,NA,NA
Louise,Williams,7,9,46,Hairdresser,Cardiff,NA,NA,NA,NA
Louise,Williams,7,10,46,Hairdresser,Cardiff,NA,NA,NA,NA
Michael,Georgiou,7,1,20,Student,Durham,3,IN,"Lime, Ginger and Honey Drizzle Cake",Matcha Tea Chocolate Mirror Glaze
Michael,Georgiou,7,2,20,Student,Durham,9,IN,"Malt, Chocolate and Orange Iced ""Beer"" Biscuits",Trip to See Santa in Lapland
Michael,Georgiou,7,3,20,Student,Durham,7,OUT,Chocolate and Chilli Swirl Plait,Cypriot Dove and Olive Branch Plaited Loaf with Houmous
Michael,Georgiou,7,4,20,Student,Durham,NA,NA,NA,NA
Michael,Georgiou,7,5,20,Student,Durham,NA,NA,NA,NA
Michael,Georgiou,7,6,20,Student,Durham,NA,NA,NA,NA
Michael,Georgiou,7,7,20,Student,Durham,NA,NA,NA,NA
Michael,Georgiou,7,8,20,Student,Durham,NA,NA,NA,NA
Michael,Georgiou,7,9,20,Student,Durham,NA,NA,NA,NA
Michael,Georgiou,7,10,20,Student,Durham,NA,NA,NA,NA
Rav,Bansal,7,1,28,Student support,Erith,8,IN,Ginger Spice Yuzu Drizzle Cake,Colombian Mocha Mirror Glaze Cake
Rav,Bansal,7,2,28,Student support,Erith,6,IN,Union Jack Bunting Biscuits,Gingerbread Christmas Fairground
Rav,Bansal,7,3,28,Student support,Erith,10,IN,"Chocolate, Cardamom and Hazelnut Loaf",Three Tier Diwali Bread Centrepiece
Rav,Bansal,7,4,28,Student support,Erith,9,IN,Thai Tofu Panang Yorkshires,Three Dip Matcha Pistachio Churros
Rav,Bansal,7,5,28,Student support,Erith,8,IN,"Cinnamon Swirls and Pecan, Walnut and Maple Plaits",Chinese Style Prawn Filo Tartlets and Spiced White Chocolate and Hazelnut Samosas
Rav,Bansal,7,6,28,Student support,Erith,3,OUT,Mandarin Margarita Meringue Pie,Blossom Cake
Rav,Bansal,7,7,28,Student support,Erith,NA,NA,NA,NA
Rav,Bansal,7,8,28,Student support,Erith,NA,NA,NA,NA
Rav,Bansal,7,9,28,Student support,Erith,NA,NA,NA,NA
Rav,Bansal,7,10,28,Student support,Erith,NA,NA,NA,NA
Selasi,Gbormittah,7,1,30,Client service associate,London,1,IN,Citrus and Spice Drizzle Cake,"Raspberry, Sloe and White Chocolate Mirror Glaze Cake"
Selasi,Gbormittah,7,2,30,Client service associate,London,11,IN,"""Wheelie Hot Iced Biscuits""",Stained Glass Window Gingerbread Church
Selasi,Gbormittah,7,3,30,Client service associate,London,5,IN,"Chocolate, Orange and Cinnamon Bread",Bedouin Escape Tear and Share Bread
Selasi,Gbormittah,7,4,30,Client service associate,London,8,IN,Perfect Sunday Roast Accompaniment,Lemon and Anise Churros
Selasi,Gbormittah,7,5,30,Client service associate,London,3,IN,"Rhubarb, Mango and Ginger Plait, and Pineapple and Coconut Pinwheels","Parma Ham, Asparagus and Cheese Filo Cigars and Coffee Cream Filo Cups"
Selasi,Gbormittah,7,6,30,Client service associate,London,7,IN,"Grapefruit, Orange and Mint Meringue Pie",Three Tiered Ombré Floral Cake
Selasi,Gbormittah,7,7,30,Client service associate,London,6,IN,Summer Picnic Roulade,"Lemon, Strawberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes"
Selasi,Gbormittah,7,8,30,Client service associate,London,3,IN,Bouquet of Flowers,Fruity Tudor Marchpane
Selasi,Gbormittah,7,9,30,Client service associate,London,4,OUT,"Sundried Tomato, Onion, Peppers and Parmesan Palmiers and Salmon, Spinach and Mushroom Palmiers",Lime and Ginger Fondant Fancies and Pink Velvet and Raspberry Prosecco Fondant Fancies
Selasi,Gbormittah,7,10,30,Client service associate,London,NA,NA,NA,NA
Tom,Gilliford,7,1,26,Project engagement manager,Rochdale,2,IN,G&T Drizzle Cake,Black Forest Broken Mirror
Tom,Gilliford,7,2,26,Project engagement manager,Rochdale,7,IN,Chai Frappelatteccino Biscuits,Tom and Pod's Near Death Experience
Tom,Gilliford,7,3,26,Project engagement manager,Rochdale,4,STAR BAKER,Chocolate Orange and Chilli Swirl Bread,Jörmungandr and Mjölnir
Tom,Gilliford,7,4,26,Project engagement manager,Rochdale,5,IN,West Yorkshire Fusion Puddings,Fennel Churros Snake In The Grass
Tom,Gilliford,7,5,26,Project engagement manager,Rochdale,4,IN,Mega Breakfast Bonanzas; Granola Spirals and Wheat Foldovers,Yin and Yang Amuse-bouche
Tom,Gilliford,7,6,26,Project engagement manager,Rochdale,1,STAR BAKER,Blood Orange Halloween Pumpkin Pie,Floral Tea Cake
Tom,Gilliford,7,7,26,Project engagement manager,Rochdale,5,OUT,Millionaire's Roulade,Hipster Picnic
Tom,Gilliford,7,8,26,Project engagement manager,Rochdale,NA,NA,NA,NA
Tom,Gilliford,7,9,26,Project engagement manager,Rochdale,NA,NA,NA,NA
Tom,Gilliford,7,10,26,Project engagement manager,Rochdale,NA,NA,NA,NA
Val,Stones,7,1,66,"Semi-retired, Substitute teacher",Yeovil,10,IN,Mum's Orange and Lemon Drizzle,Chocolate Sponge with Four Fruit Frosting
Val,Stones,7,2,66,"Semi-retired, Substitute teacher",Yeovil,5,IN,Sunday Treat Iced Ice Cream Cone Biscuits,From Holland to New York via Yorkshire
Val,Stones,7,3,66,"Semi-retired, Substitute teacher",Yeovil,1,IN,Double Chocolate Cinnamon Twist Loaf,"""And They All Went Into The Ark To Get Out Of The Rain"""
Val,Stones,7,4,66,"Semi-retired, Substitute teacher",Yeovil,6,IN,Mum's Chilli Yorkshire Puddings,Orange Chocolate Churros
Val,Stones,7,5,66,"Semi-retired, Substitute teacher",Yeovil,7,OUT,"Pecan and Maple Syrup Pinwheels and Apple, Sultana and Cinnamon Swirls","Caramelised Red Onion, Goats Cheese Tartlets and Mincemeat and Apple Spiced Parcels"
Val,Stones,7,6,66,"Semi-retired, Substitute teacher",Yeovil,NA,NA,NA,NA
Val,Stones,7,7,66,"Semi-retired, Substitute teacher",Yeovil,NA,NA,NA,NA
Val,Stones,7,8,66,"Semi-retired, Substitute teacher",Yeovil,NA,NA,NA,NA
Val,Stones,7,9,66,"Semi-retired, Substitute teacher",Yeovil,NA,NA,NA,NA
Val,Stones,7,10,66,"Semi-retired, Substitute teacher",Yeovil,NA,NA,NA,NA
Chris,Geiger,8,1,50,Software developer,Bristol,12,IN,Tropical Fresh Fruit Cake,'Raised Pork Pie and Egg Surprise' Cake
Chris,Geiger,8,2,50,Software developer,Bristol,11,OUT,Chocolate Chia Seed Biscuits with Whisky Caramel Filling,'The Great British Sail Off' Game
Chris,Geiger,8,3,50,Software developer,Bristol,NA,NA,NA,NA
Chris,Geiger,8,4,50,Software developer,Bristol,NA,NA,NA,NA
Chris,Geiger,8,5,50,Software developer,Bristol,NA,NA,NA,NA
Chris,Geiger,8,6,50,Software developer,Bristol,NA,NA,NA,NA
Chris,Geiger,8,7,50,Software developer,Bristol,NA,NA,NA,NA
Chris,Geiger,8,8,50,Software developer,Bristol,NA,NA,NA,NA
Chris,Geiger,8,9,50,Software developer,Bristol,NA,NA,NA,NA
Chris,Geiger,8,10,50,Software developer,Bristol,NA,NA,NA,NA
Yan,Tsou,8,1,46,Laboratory research scientist,North London,4,IN,Windfall Apple Crumble Cake,'Banana-ramen' Cake
Yan,Tsou,8,2,46,Laboratory research scientist,North London,1,IN,'Mrs. Marian's PB 'n' B' Biscuits,'Adventures in Bakeland' Game
Yan,Tsou,8,3,46,Laboratory research scientist,North London,8,IN,'Mrs P's' Masala Chai Spiced Teacakes,'Basil the Vegetarian Dragon with his Pumpkin Hoard' Bread Sculpture
Yan,Tsou,8,4,46,Laboratory research scientist,North London,8,IN,'Lil' Red's Ginger and Nuts' Millionaire Shortbreads,Animals of the Rainforest Caramel Cake
Yan,Tsou,8,5,46,Laboratory research scientist,North London,6,IN,Mango Fruit Hat Steamed School Pudding,'Heart of a Hero' Trifle Terrine
Yan,Tsou,8,6,46,Laboratory research scientist,North London,1,IN,'πr2' Decorative Pies,Chequerboard Pie
Yan,Tsou,8,7,46,Laboratory research scientist,North London,5,OUT,Cannoli Cocktails,Canadian-Style Sfogliatelle
Yan,Tsou,8,8,46,Laboratory research scientist,North London,NA,NA,NA,NA
Yan,Tsou,8,9,46,Laboratory research scientist,North London,NA,NA,NA,NA
Yan,Tsou,8,10,46,Laboratory research scientist,North London,NA,NA,NA,NA
Flo,Atkins,8,1,71,Retired,Merseyside,9,IN,Citrus Layer Cake,'One in a Melon' Cake
Flo,Atkins,8,2,71,Retired,Merseyside,10,IN,Gin Jam Butties,'Pick My Bones' Game
Flo,Atkins,8,3,71,Retired,Merseyside,7,OUT,Cinnamon and Orange Teacakes,'Davy Jones' Locker' Bread Sculpture
Flo,Atkins,8,4,71,Retired,Merseyside,NA,NA,NA,NA
Flo,Atkins,8,5,71,Retired,Merseyside,NA,NA,NA,NA
Flo,Atkins,8,6,71,Retired,Merseyside,NA,NA,NA,NA
Flo,Atkins,8,7,71,Retired,Merseyside,NA,NA,NA,NA
Flo,Atkins,8,8,71,Retired,Merseyside,NA,NA,NA,NA
Flo,Atkins,8,9,71,Retired,Merseyside,NA,NA,NA,NA
Flo,Atkins,8,10,71,Retired,Merseyside,NA,NA,NA,NA
James,Hillery,8,1,46,Banker,"Brentwood, Essex",2,IN,"Orange, Rhubarb & Ginger Crumble Cake",'Mock-accino and Croissant' Cake
James,Hillery,8,2,46,Banker,"Brentwood, Essex",3,IN,Rhubarb and Custard Whirls,'Coppit' Game
James,Hillery,8,3,46,Banker,"Brentwood, Essex",9,IN,Nordic Teacakes,'Owl in the Woods' Bread Sculpture
James,Hillery,8,4,46,Banker,"Brentwood, Essex",2,IN,'Windy City' Millionaire Shortbreads,Nutty Caramel Cake
James,Hillery,8,5,46,Banker,"Brentwood, Essex",7,OUT,Orange and Ginger Steamed School Pudding,'The Missed Silver Jubilee' Trifle Terrine
James,Hillery,8,6,46,Banker,"Brentwood, Essex",NA,NA,NA,NA
James,Hillery,8,7,46,Banker,"Brentwood, Essex",NA,NA,NA,NA
James,Hillery,8,8,46,Banker,"Brentwood, Essex",NA,NA,NA,NA
James,Hillery,8,9,46,Banker,"Brentwood, Essex",NA,NA,NA,NA
James,Hillery,8,10,46,Banker,"Brentwood, Essex",NA,NA,NA,NA
Julia,Chernogorova,8,1,21,Aviation Broker,"Crawley, West Sussex",3,IN,Courgette and Lemon Cake,'Russian Doll' Cake
Julia,Chernogorova,8,2,21,Aviation Broker,"Crawley, West Sussex",4,IN,Middle Eastern Delight Sandwich Biscuits,'A British Baking' Game
Julia,Chernogorova,8,3,21,Aviation Broker,"Crawley, West Sussex",2,STAR BAKER,Earl Grey Dried Fruit Teacakes,'The Snail Under a Mushroom' Bread Sculpture
Julia,Chernogorova,8,4,21,Aviation Broker,"Crawley, West Sussex",9,IN,Pecan Salted Caramel Millionaire Shortbreads,Poppy Seed Caramel Cake
Julia,Chernogorova,8,5,21,Aviation Broker,"Crawley, West Sussex",3,IN,Orange & Treacle Steamed School Pudding,'Opulent Ornament' Trifle Terrine
Julia,Chernogorova,8,6,21,Aviation Broker,"Crawley, West Sussex",7,OUT,'Pies from the Tree' Decorative Pies,'Special Occasion' Pie
Julia,Chernogorova,8,7,21,Aviation Broker,"Crawley, West Sussex",NA,NA,NA,NA
Julia,Chernogorova,8,8,21,Aviation Broker,"Crawley, West Sussex",NA,NA,NA,NA
Julia,Chernogorova,8,9,21,Aviation Broker,"Crawley, West Sussex",NA,NA,NA,NA
Julia,Chernogorova,8,10,21,Aviation Broker,"Crawley, West Sussex",NA,NA,NA,NA
Kate,Lyon,8,1,29,Health and safety inspector,Merseyside,1,IN,Moroccan Strawberry and Rose Cake,'Chocolate Terrarium' Cake
Kate,Lyon,8,2,29,Health and safety inspector,Merseyside,8,IN,Coconut Seashells for a Titanic Afternoon Tea,'Jungle' Game
Kate,Lyon,8,3,29,Health and safety inspector,Merseyside,10,IN,Blueberry Buns,'Kraken' Bread Sculpture
Kate,Lyon,8,4,29,Health and safety inspector,Merseyside,6,STAR BAKER,Salted Bay Caramel Millionaire Shortbreads,Sticky Toffee Apple Caramel Cake
Kate,Lyon,8,5,29,Health and safety inspector,Merseyside,8,IN,'Mr Darcy's Steamy Lake Scene' Steamed School Pudding,'My Great Great Nan's' Raspberry Trifle Terrine
Kate,Lyon,8,6,29,Health and safety inspector,Merseyside,5,IN,'Vegetarian Pie Faces' Decorative Pies,Potato Curry Pie with Mango & Chilli Glaze
Kate,Lyon,8,7,29,Health and safety inspector,Merseyside,6,IN,'Happy Hour' Cocktail Cannoli,'Flavour Fusion' Sfogliatelle
Kate,Lyon,8,8,29,Health and safety inspector,Merseyside,2,IN,Burrito Bedfordshire Clangers,'Liver Building Turret' Savoy Cake
Kate,Lyon,8,9,29,Health and safety inspector,Merseyside,4,IN,Bellini and Valencian Orange Choux Buns,'Rainbow' Meringue Centrepiece
Kate,Lyon,8,10,29,Health and safety inspector,Merseyside,3,Runner-up,"Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet"
Liam,Charles,8,1,19,Student,North London,8,IN,Apple and Almond Crumble Maple Loaf,'Stackin' Sunday' Cake
Liam,Charles,8,2,19,Student,North London,7,IN,Coffee Malted Pecan Shorties,'Classroom Classics' Game
Liam,Charles,8,3,19,Student,North London,5,IN,Jamaican Spiced Teacakes,'Kneadapolitan' Bread Sculpture
Liam,Charles,8,4,19,Student,North London,3,IN,Salted Peanut Butter Millionaire Shortbreads,White Layered Ginger Caramel Cake
Liam,Charles,8,5,19,Student,North London,2,IN,Cherries & Lemons that are 'Baked Well','Cheers Lads' Trifle Terrine
Liam,Charles,8,6,19,Student,North London,4,STAR BAKER,'Standard FC' Decorative Pies,'Nan's Sunday Dinner' Pie
Liam,Charles,8,7,19,Student,North London,2,IN,'Just Doing Me' Cannoli,'Morning Delivery' Sfogliatelle
Liam,Charles,8,8,19,Student,North London,5,OUT,'Take Out' Bedfordshire Clangers,'Fort Wizardore' Savoy Cake
Liam,Charles,8,9,19,Student,North London,NA,NA,NA,NA
Liam,Charles,8,10,19,Student,North London,NA,NA,NA,NA
Peter,Abatan,8,1,52,IT programme manager,"Southend, Essex",10,OUT,Coconut Cake,'Bread on a Breadboard' Cake
Peter,Abatan,8,2,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
Peter,Abatan,8,3,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
Peter,Abatan,8,4,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
Peter,Abatan,8,5,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
Peter,Abatan,8,6,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
Peter,Abatan,8,7,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
Peter,Abatan,8,8,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
Peter,Abatan,8,9,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
Peter,Abatan,8,10,52,IT programme manager,"Southend, Essex",NA,NA,NA,NA
Sophie,Faldo,8,1,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",5,IN,Pineapple and Coconut Sandwich Cake,'Champagne Bottle and Bucket' Cake
Sophie,Faldo,8,2,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",2,IN,Lemon Limoncino Sandwich Biscuits,'Snakes and Ladders' Game
Sophie,Faldo,8,3,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",6,IN,Tagine Teacakes,'Picnic Basket' Bread Sculpture
Sophie,Faldo,8,4,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",4,IN,Jaffa Millionaire Shortbreads,Bird's Nest Caramel Cake
Sophie,Faldo,8,5,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",1,STAR BAKER,"Ginger, Fig and Honey Steamed School Pudding","Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine"
Sophie,Faldo,8,6,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey",2,IN,'The Four Seasons' Decorative Pies,Game Pie with Glazed Forest Fruits
